"reg";"cl_age90";"jour";"hosp";"rea";"dc";"rad"
"75";39;"2020-04-11";16;6;0;60
"75";49;"2020-04-11";42;20;1;84
"75";59;"2020-04-11";90;46;8;158
"75";69;"2020-04-11";182;90;13;169
"75";79;"2020-04-11";174;79;37;128
"75";89;"2020-04-11";196;19;80;96
"75";90;"2020-04-11";100;0;39;39
"76";0;"2020-04-11";918;295;233;1271
"76";9;"2020-04-11";0;0;0;16
"76";19;"2020-04-11";5;1;0;9
"76";29;"2020-04-11";7;1;1;67
"76";39;"2020-04-11";18;4;1;104
"76";49;"2020-04-11";48;12;1;167
"76";59;"2020-04-11";110;50;8;256
"76";69;"2020-04-11";200;98;21;229
"76";79;"2020-04-11";234;104;50;245
"76";89;"2020-04-11";207;25;110;136
"76";90;"2020-04-11";89;0;41;42
"84";0;"2020-04-11";2985;682;755;2857
"84";9;"2020-04-11";2;0;0;22
"84";19;"2020-04-11";9;2;0;23
"84";29;"2020-04-11";28;4;0;129
"84";39;"2020-04-11";52;11;4;223
"84";49;"2020-04-11";108;24;8;318
"84";59;"2020-04-11";265;102;22;508
"84";69;"2020-04-11";515;230;44;542
"84";79;"2020-04-11";723;247;171;534
"84";89;"2020-04-11";820;46;335;407
"84";90;"2020-04-11";426;1;157;98
"93";0;"2020-04-11";1766;436;317;2053
"93";9;"2020-04-11";1;0;0;16
"93";19;"2020-04-11";5;1;0;32
"93";29;"2020-04-11";28;5;1;151
"93";39;"2020-04-11";51;11;1;203
"93";49;"2020-04-11";86;28;3;313
"93";59;"2020-04-11";228;76;17;421
"93";69;"2020-04-11";338;114;22;388
"93";79;"2020-04-11";440;141;74;261
"93";89;"2020-04-11";384;38;133;185
"93";90;"2020-04-11";173;4;62;63
"94";0;"2020-04-11";76;15;36;122
"94";9;"2020-04-11";0;0;0;3
"94";19;"2020-04-11";0;0;0;4
"94";29;"2020-04-11";0;0;0;14
"94";39;"2020-04-11";0;0;0;14
"94";49;"2020-04-11";5;0;1;15
"94";59;"2020-04-11";10;3;1;23
"94";69;"2020-04-11";13;7;2;18
"94";79;"2020-04-11";20;4;7;16
"94";89;"2020-04-11";19;1;20;10
"94";90;"2020-04-11";9;0;5;5
"01";0;"2020-04-12";38;19;10;51
"01";9;"2020-04-12";0;0;0;0
"01";19;"2020-04-12";1;0;0;0
"01";29;"2020-04-12";0;0;0;1
"01";39;"2020-04-12";1;1;0;3
"01";49;"2020-04-12";3;2;0;4
"01";59;"2020-04-12";6;3;1;16
"01";69;"2020-04-12";8;4;2;14
"01";79;"2020-04-12";10;7;4;5
"01";89;"2020-04-12";9;2;3;7
"01";90;"2020-04-12";0;0;0;0
"02";0;"2020-04-12";38;15;6;52
"02";9;"2020-04-12";0;0;0;0
"02";19;"2020-04-12";0;0;0;0
"02";29;"2020-04-12";1;0;0;2
"02";39;"2020-04-12";1;0;0;2
"02";49;"2020-04-12";3;0;0;12
"02";59;"2020-04-12";10;6;0;11
"02";69;"2020-04-12";10;4;1;13
"02";79;"2020-04-12";9;5;1;9
"02";89;"2020-04-12";3;0;4;3
"02";90;"2020-04-12";1;0;0;0
"03";0;"2020-04-12";15;1;0;13
"03";9;"2020-04-12";0;0;0;0
"03";19;"2020-04-12";0;0;0;0
"03";29;"2020-04-12";2;0;0;1
"03";39;"2020-04-12";1;0;0;2
"03";49;"2020-04-12";5;0;0;5
"03";59;"2020-04-12";0;0;0;2
"03";69;"2020-04-12";2;0;0;1
"03";79;"2020-04-12";3;0;0;0
"03";89;"2020-04-12";1;1;0;1
"03";90;"2020-04-12";0;0;0;0
"04";0;"2020-04-12";28;3;0;72
"04";9;"2020-04-12";0;0;0;0
"04";19;"2020-04-12";2;0;0;1
"04";29;"2020-04-12";0;0;0;12
"04";39;"2020-04-12";0;0;0;13
"04";49;"2020-04-12";2;0;0;8
"04";59;"2020-04-12";5;1;0;16
"04";69;"2020-04-12";8;1;0;12
"04";79;"2020-04-12";4;1;0;10
"04";89;"2020-04-12";7;0;0;0
"04";90;"2020-04-12";0;0;0;0
"06";0;"2020-04-12";22;3;3;25
"06";9;"2020-04-12";0;0;0;0
"06";19;"2020-04-12";0;0;0;1
"06";29;"2020-04-12";1;0;0;2
"06";39;"2020-04-12";2;0;0;3
"06";49;"2020-04-12";2;1;1;7
"06";59;"2020-04-12";5;0;1;7
"06";69;"2020-04-12";8;2;0;3
"06";79;"2020-04-12";2;0;0;1
"06";89;"2020-04-12";2;0;1;1
"06";90;"2020-04-12";0;0;0;0
"11";0;"2020-04-12";13165;2626;3548;9119
"11";9;"2020-04-12";46;14;1;119
"11";19;"2020-04-12";35;11;1;70
"11";29;"2020-04-12";185;26;7;366
"11";39;"2020-04-12";530;126;26;922
"11";49;"2020-04-12";1026;289;69;1348
"11";59;"2020-04-12";2012;702;253;1977
"11";69;"2020-04-12";2543;877;506;1896
"11";79;"2020-04-12";2697;510;880;1336
"11";89;"2020-04-12";2633;41;1153;780
"11";90;"2020-04-12";1293;5;619;208
"24";0;"2020-04-12";943;193;201;581
"24";9;"2020-04-12";3;0;0;13
"24";19;"2020-04-12";2;1;0;8
"24";29;"2020-04-12";8;2;0;21
"24";39;"2020-04-12";17;8;1;37
"24";49;"2020-04-12";45;11;2;80
"24";59;"2020-04-12";82;31;4;93
"24";69;"2020-04-12";165;68;15;123
"24";79;"2020-04-12";214;66;36;111
"24";89;"2020-04-12";250;5;81;72
"24";90;"2020-04-12";148;1;60;22
"27";0;"2020-04-12";1294;278;500;1441
"27";9;"2020-04-12";2;1;0;9
"27";19;"2020-04-12";2;1;0;14
"27";29;"2020-04-12";3;0;0;58
"27";39;"2020-04-12";17;5;2;112
"27";49;"2020-04-12";32;11;4;158
"27";59;"2020-04-12";105;49;9;238
"27";69;"2020-04-12";237;98;41;278
"27";79;"2020-04-12";308;93;111;262
"27";89;"2020-04-12";419;19;237;237
"27";90;"2020-04-12";165;1;95;71
"28";0;"2020-04-12";716;186;201;586
"28";9;"2020-04-12";1;0;0;4
"28";19;"2020-04-12";1;0;0;3
"28";29;"2020-04-12";4;0;0;30
"28";39;"2020-04-12";14;4;1;51
"28";49;"2020-04-12";41;21;4;78
"28";59;"2020-04-12";81;35;11;117
"28";69;"2020-04-12";158;57;32;112
"28";79;"2020-04-12";174;55;41;105
"28";89;"2020-04-12";163;12;77;68
"28";90;"2020-04-12";77;0;35;14
"32";0;"2020-04-12";2484;549;840;2075
"32";9;"2020-04-12";13;3;0;21
"32";19;"2020-04-12";8;2;0;10
"32";29;"2020-04-12";21;5;0;99
"32";39;"2020-04-12";57;12;2;177
"32";49;"2020-04-12";124;43;9;282
"32";59;"2020-04-12";283;109;38;430
"32";69;"2020-04-12";480;178;106;372
"32";79;"2020-04-12";566;156;196;361
"32";89;"2020-04-12";676;37;339;238
"32";90;"2020-04-12";240;2;145;78
"44";0;"2020-04-12";4887;878;2064;4725
"44";9;"2020-04-12";11;0;0;111
"44";19;"2020-04-12";11;1;0;39
"44";29;"2020-04-12";39;9;2;189
"44";39;"2020-04-12";89;20;11;290
"44";49;"2020-04-12";197;50;24;457
"44";59;"2020-04-12";513;157;60;816
"44";69;"2020-04-12";971;328;206;1010
"44";79;"2020-04-12";1179;272;553;959
"44";89;"2020-04-12";1329;36;856;634
"44";90;"2020-04-12";519;1;345;178
"52";0;"2020-04-12";810;167;182;703
"52";9;"2020-04-12";0;0;0;2
"52";19;"2020-04-12";0;0;0;2
"52";29;"2020-04-12";9;2;0;33
"52";39;"2020-04-12";19;4;0;50
"52";49;"2020-04-12";32;17;1;104
"52";59;"2020-04-12";78;37;6;130
"52";69;"2020-04-12";159;52;20;128
"52";79;"2020-04-12";172;53;30;149
"52";89;"2020-04-12";234;1;78;90
"52";90;"2020-04-12";106;0;47;15
"53";0;"2020-04-12";510;119;132;481
"53";9;"2020-04-12";0;0;0;6
"53";19;"2020-04-12";2;0;0;3
"53";29;"2020-04-12";5;0;0;17
"53";39;"2020-04-12";8;2;0;50
"53";49;"2020-04-12";34;7;0;54
"53";59;"2020-04-12";61;27;1;84
"53";69;"2020-04-12";90;39;19;96
"53";79;"2020-04-12";129;41;26;112
"53";89;"2020-04-12";117;3;53;45
"53";90;"2020-04-12";61;0;33;12
"75";0;"2020-04-12";832;257;190;815
"75";9;"2020-04-12";1;0;0;7
"75";19;"2020-04-12";2;0;0;7
"75";29;"2020-04-12";8;2;1;39
"75";39;"2020-04-12";18;6;0;63
"75";49;"2020-04-12";41;20;1;87
"75";59;"2020-04-12";89;45;8;163
"75";69;"2020-04-12";182;91;13;175
"75";79;"2020-04-12";177;74;41;129
"75";89;"2020-04-12";202;18;86;97
"75";90;"2020-04-12";108;0;39;39
"76";0;"2020-04-12";954;294;239;1287
"76";9;"2020-04-12";0;0;0;16
"76";19;"2020-04-12";5;1;0;9
"76";29;"2020-04-12";8;1;1;68
"76";39;"2020-04-12";19;3;1;104
"76";49;"2020-04-12";49;12;1;170
"76";59;"2020-04-12";111;51;8;262
"76";69;"2020-04-12";199;97;22;231
"76";79;"2020-04-12";236;103;52;248
"76";89;"2020-04-12";220;26;112;136
"76";90;"2020-04-12";107;0;42;43
"84";0;"2020-04-12";3025;674;773;2936
"84";9;"2020-04-12";3;0;0;22
"84";19;"2020-04-12";8;2;0;25
"84";29;"2020-04-12";28;3;0;134
"84";39;"2020-04-12";49;11;4;227
"84";49;"2020-04-12";103;24;9;327
"84";59;"2020-04-12";268;103;22;524
"84";69;"2020-04-12";522;233;48;555
"84";79;"2020-04-12";728;240;172;552
"84";89;"2020-04-12";837;42;344;416
"84";90;"2020-04-12";443;1;160;100
"93";0;"2020-04-12";1830;438;328;2097
"93";9;"2020-04-12";2;0;0;16
"93";19;"2020-04-12";8;1;0;32
"93";29;"2020-04-12";29;6;1;155
"93";39;"2020-04-12";54;11;1;205
"93";49;"2020-04-12";90;29;3;316
"93";59;"2020-04-12";227;74;18;431
"93";69;"2020-04-12";347;115;22;398
"93";79;"2020-04-12";446;139;76;271
"93";89;"2020-04-12";417;41;138;186
"93";90;"2020-04-12";181;4;65;67
"94";0;"2020-04-12";74;14;36;126
"94";9;"2020-04-12";0;0;0;3
"94";19;"2020-04-12";0;0;0;4
"94";29;"2020-04-12";0;0;0;14
"94";39;"2020-04-12";0;0;0;14
"94";49;"2020-04-12";4;0;1;16
"94";59;"2020-04-12";9;3;1;24
"94";69;"2020-04-12";11;5;2;19
"94";79;"2020-04-12";21;5;7;16
"94";89;"2020-04-12";21;1;20;10
"94";90;"2020-04-12";8;0;5;6
"01";0;"2020-04-13";41;18;10;51
"01";9;"2020-04-13";0;0;0;0
"01";19;"2020-04-13";1;0;0;0
"01";29;"2020-04-13";0;0;0;1
"01";39;"2020-04-13";1;0;0;3
"01";49;"2020-04-13";3;2;0;4
"01";59;"2020-04-13";6;3;1;16
"01";69;"2020-04-13";9;4;2;14
"01";79;"2020-04-13";11;7;4;5
"01";89;"2020-04-13";10;2;3;7
"01";90;"2020-04-13";0;0;0;0
"02";0;"2020-04-13";39;16;6;52
"02";9;"2020-04-13";0;0;0;0
"02";19;"2020-04-13";0;0;0;0
"02";29;"2020-04-13";1;0;0;2
"02";39;"2020-04-13";1;0;0;2
"02";49;"2020-04-13";3;0;0;12
"02";59;"2020-04-13";10;6;0;11
"02";69;"2020-04-13";10;4;1;13
"02";79;"2020-04-13";9;5;1;9
"02";89;"2020-04-13";4;1;4;3
"02";90;"2020-04-13";1;0;0;0
"03";0;"2020-04-13";15;1;0;13
"03";9;"2020-04-13";0;0;0;0
"03";19;"2020-04-13";0;0;0;0
"03";29;"2020-04-13";2;0;0;1
"03";39;"2020-04-13";1;0;0;2
"03";49;"2020-04-13";5;0;0;5
"03";59;"2020-04-13";0;0;0;2
"03";69;"2020-04-13";2;0;0;1
"03";79;"2020-04-13";3;0;0;0
"03";89;"2020-04-13";1;1;0;1
"03";90;"2020-04-13";0;0;0;0
"04";0;"2020-04-13";28;3;0;72
"04";9;"2020-04-13";0;0;0;0
"04";19;"2020-04-13";2;0;0;1
"04";29;"2020-04-13";0;0;0;12
"04";39;"2020-04-13";0;0;0;13
"04";49;"2020-04-13";2;0;0;8
"04";59;"2020-04-13";5;1;0;16
"04";69;"2020-04-13";8;1;0;12
"04";79;"2020-04-13";4;1;0;10
"04";89;"2020-04-13";7;0;0;0
"04";90;"2020-04-13";0;0;0;0
"06";0;"2020-04-13";22;3;3;25
"06";9;"2020-04-13";0;0;0;0
"06";19;"2020-04-13";0;0;0;1
"06";29;"2020-04-13";1;0;0;2
"06";39;"2020-04-13";2;0;0;3
"06";49;"2020-04-13";2;1;1;7
"06";59;"2020-04-13";5;0;1;7
"06";69;"2020-04-13";8;2;0;3
"06";79;"2020-04-13";2;0;0;1
"06";89;"2020-04-13";2;0;1;1
"06";90;"2020-04-13";0;0;0;0
"11";0;"2020-04-13";13196;2604;3704;9387
"11";9;"2020-04-13";50;13;1;122
"11";19;"2020-04-13";37;11;2;71
"11";29;"2020-04-13";187;25;7;374
"11";39;"2020-04-13";517;124;29;953
"11";49;"2020-04-13";1021;296;72;1384
"11";59;"2020-04-13";2016;703;262;2034
"11";69;"2020-04-13";2546;866;532;1953
"11";79;"2020-04-13";2678;497;924;1383
"11";89;"2020-04-13";2659;40;1203;802
"11";90;"2020-04-13";1320;6;643;212
"24";0;"2020-04-13";983;196;214;595
"24";9;"2020-04-13";1;0;0;16
"24";19;"2020-04-13";3;1;0;9
"24";29;"2020-04-13";9;2;0;23
"24";39;"2020-04-13";16;8;1;39
"24";49;"2020-04-13";47;11;2;80
"24";59;"2020-04-13";84;30;5;95
"24";69;"2020-04-13";173;70;17;126
"24";79;"2020-04-13";221;67;39;111
"24";89;"2020-04-13";263;5;86;72
"24";90;"2020-04-13";157;2;62;22
"27";0;"2020-04-13";1309;284;512;1463
"27";9;"2020-04-13";2;1;0;9
"27";19;"2020-04-13";2;1;0;14
"27";29;"2020-04-13";3;0;0;59
"27";39;"2020-04-13";16;4;2;112
"27";49;"2020-04-13";33;12;4;160
"27";59;"2020-04-13";106;50;9;243
"27";69;"2020-04-13";236;98;42;283
"27";79;"2020-04-13";316;98;112;266
"27";89;"2020-04-13";418;19;246;240
"27";90;"2020-04-13";172;1;96;73
"28";0;"2020-04-13";713;189;211;597
"28";9;"2020-04-13";1;0;0;4
"28";19;"2020-04-13";1;0;0;3
"28";29;"2020-04-13";3;0;0;31
"28";39;"2020-04-13";16;5;1;51
"28";49;"2020-04-13";44;21;5;78
"28";59;"2020-04-13";79;34;11;121
"28";69;"2020-04-13";154;58;34;117
"28";79;"2020-04-13";176;56;44;105
"28";89;"2020-04-13";162;13;79;69
"28";90;"2020-04-13";75;0;37;14
"32";0;"2020-04-13";2525;543;873;2102
"32";9;"2020-04-13";13;3;0;21
"32";19;"2020-04-13";8;2;0;10
"32";29;"2020-04-13";25;5;0;99
"32";39;"2020-04-13";59;13;2;180
"32";49;"2020-04-13";125;42;9;287
"32";59;"2020-04-13";288;109;38;435
"32";69;"2020-04-13";488;183;109;380
"32";79;"2020-04-13";567;148;206;367
"32";89;"2020-04-13";682;34;352;238
"32";90;"2020-04-13";256;2;152;77
"44";0;"2020-04-13";4928;880;2105;4788
"44";9;"2020-04-13";16;2;0;111
"44";19;"2020-04-13";12;1;0;39
"44";29;"2020-04-13";41;10;2;190
"44";39;"2020-04-13";88;20;12;293
"44";49;"2020-04-13";200;50;24;465
"44";59;"2020-04-13";512;156;61;829
"44";69;"2020-04-13";973;326;211;1024
"44";79;"2020-04-13";1181;274;561;970
"44";89;"2020-04-13";1353;36;868;643
"44";90;"2020-04-13";524;1;359;182
"52";0;"2020-04-13";823;162;192;719
"52";9;"2020-04-13";0;0;0;2
"52";19;"2020-04-13";0;0;0;2
"52";29;"2020-04-13";8;2;0;35
"52";39;"2020-04-13";18;4;0;52
"52";49;"2020-04-13";32;16;1;107
"52";59;"2020-04-13";81;35;6;130
"52";69;"2020-04-13";158;50;21;133
"52";79;"2020-04-13";175;52;31;150
"52";89;"2020-04-13";241;2;84;93
"52";90;"2020-04-13";109;0;49;15
"53";0;"2020-04-13";510;118;136;490
"53";9;"2020-04-13";0;0;0;6
"53";19;"2020-04-13";2;0;0;3
"53";29;"2020-04-13";3;1;0;19
"53";39;"2020-04-13";8;2;0;50
"53";49;"2020-04-13";36;8;0;53
"53";59;"2020-04-13";59;25;1;88
"53";69;"2020-04-13";90;41;19;97
"53";79;"2020-04-13";127;38;28;114
"53";89;"2020-04-13";117;3;55;46
"53";90;"2020-04-13";65;0;33;12
"75";0;"2020-04-13";857;259;194;828
"75";9;"2020-04-13";1;0;0;7
"75";19;"2020-04-13";2;0;0;7
"75";29;"2020-04-13";7;2;1;40
"75";39;"2020-04-13";17;6;0;65
"75";49;"2020-04-13";42;19;1;89
"75";59;"2020-04-13";91;47;8;165
"75";69;"2020-04-13";181;90;13;179
"75";79;"2020-04-13";185;76;42;130
"75";89;"2020-04-13";216;18;87;98
"75";90;"2020-04-13";111;0;41;39
"76";0;"2020-04-13";974;291;248;1313
"76";9;"2020-04-13";2;0;0;16
"76";19;"2020-04-13";5;1;0;9
"76";29;"2020-04-13";8;1;1;68
"76";39;"2020-04-13";21;3;1;104
"76";49;"2020-04-13";46;12;1;177
"76";59;"2020-04-13";110;52;8;267
"76";69;"2020-04-13";202;94;24;234
"76";79;"2020-04-13";239;102;55;252
"76";89;"2020-04-13";224;25;113;142
"76";90;"2020-04-13";117;1;45;44
"84";0;"2020-04-13";3055;671;794;2970
"84";9;"2020-04-13";4;0;0;22
"84";19;"2020-04-13";8;2;0;25
"84";29;"2020-04-13";25;3;0;135
"84";39;"2020-04-13";49;10;4;227
"84";49;"2020-04-13";105;24;9;333
"84";59;"2020-04-13";265;99;22;530
"84";69;"2020-04-13";527;229;50;564
"84";79;"2020-04-13";733;243;176;558
"84";89;"2020-04-13";852;44;351;421
"84";90;"2020-04-13";450;2;168;101
"93";0;"2020-04-13";1859;437;348;2126
"93";9;"2020-04-13";1;0;0;17
"93";19;"2020-04-13";7;1;0;32
"93";29;"2020-04-13";34;6;1;156
"93";39;"2020-04-13";60;12;1;209
"93";49;"2020-04-13";96;29;3;317
"93";59;"2020-04-13";231;75;19;435
"93";69;"2020-04-13";352;115;24;404
"93";79;"2020-04-13";440;133;82;279
"93";89;"2020-04-13";426;44;147;187
"93";90;"2020-04-13";183;4;67;70
"94";0;"2020-04-13";75;15;38;126
"94";9;"2020-04-13";0;0;0;3
"94";19;"2020-04-13";0;0;0;4
"94";29;"2020-04-13";0;0;0;14
"94";39;"2020-04-13";1;0;0;14
"94";49;"2020-04-13";4;0;1;16
"94";59;"2020-04-13";10;4;1;24
"94";69;"2020-04-13";11;5;2;19
"94";79;"2020-04-13";21;5;8;16
"94";89;"2020-04-13";20;1;21;10
"94";90;"2020-04-13";8;0;5;6
"01";0;"2020-04-14";41;18;10;51
"01";9;"2020-04-14";0;0;0;0
"01";19;"2020-04-14";1;0;0;0
"01";29;"2020-04-14";0;0;0;1
"01";39;"2020-04-14";1;0;0;3
"01";49;"2020-04-14";2;1;0;4
"01";59;"2020-04-14";6;4;1;16
"01";69;"2020-04-14";10;4;2;12
"01";79;"2020-04-14";11;7;4;7
"01";89;"2020-04-14";10;2;3;7
"01";90;"2020-04-14";0;0;0;0
"02";0;"2020-04-14";39;16;6;52
"02";9;"2020-04-14";0;0;0;0
"02";19;"2020-04-14";0;0;0;0
"02";29;"2020-04-14";1;0;0;2
"02";39;"2020-04-14";1;0;0;3
"02";49;"2020-04-14";3;0;0;9
"02";59;"2020-04-14";10;6;0;12
"02";69;"2020-04-14";10;4;1;12
"02";79;"2020-04-14";8;4;1;12
"02";89;"2020-04-14";5;2;3;2
"02";90;"2020-04-14";1;0;1;0
"03";0;"2020-04-14";18;1;0;13
"03";9;"2020-04-14";0;0;0;0
"03";19;"2020-04-14";1;0;0;0
"03";29;"2020-04-14";3;0;0;1
"03";39;"2020-04-14";1;0;0;2
"03";49;"2020-04-14";5;0;0;5
"03";59;"2020-04-14";0;0;0;2
"03";69;"2020-04-14";2;0;0;1
"03";79;"2020-04-14";4;0;0;0
"03";89;"2020-04-14";1;1;0;1
"03";90;"2020-04-14";0;0;0;0
"04";0;"2020-04-14";28;3;0;72
"04";9;"2020-04-14";0;0;0;0
"04";19;"2020-04-14";1;0;0;2
"04";29;"2020-04-14";0;0;0;13
"04";39;"2020-04-14";0;0;0;12
"04";49;"2020-04-14";3;0;0;7
"04";59;"2020-04-14";5;1;0;15
"04";69;"2020-04-14";8;1;0;13
"04";79;"2020-04-14";4;1;0;10
"04";89;"2020-04-14";7;0;0;0
"04";90;"2020-04-14";0;0;0;0
"06";0;"2020-04-14";15;3;3;35
"06";9;"2020-04-14";0;0;0;0
"06";19;"2020-04-14";0;0;0;1
"06";29;"2020-04-14";0;0;0;5
"06";39;"2020-04-14";0;0;0;4
"06";49;"2020-04-14";2;1;1;9
"06";59;"2020-04-14";3;0;1;8
"06";69;"2020-04-14";6;2;0;5
"06";79;"2020-04-14";1;0;0;2
"06";89;"2020-04-14";3;0;1;1
"06";90;"2020-04-14";0;0;0;0
"11";0;"2020-04-14";13209;2599;3937;9790
"11";9;"2020-04-14";60;14;1;137
"11";19;"2020-04-14";35;12;2;65
"11";29;"2020-04-14";172;26;7;383
"11";39;"2020-04-14";503;123;29;962
"11";49;"2020-04-14";1007;298;72;1461
"11";59;"2020-04-14";1922;678;278;2107
"11";69;"2020-04-14";2558;849;557;2044
"11";79;"2020-04-14";2669;516;985;1454
"11";89;"2020-04-14";2724;54;1266;855
"11";90;"2020-04-14";1407;7;709;233
"24";0;"2020-04-14";996;188;227;629
"24";9;"2020-04-14";2;0;0;20
"24";19;"2020-04-14";1;0;0;8
"24";29;"2020-04-14";7;1;0;23
"24";39;"2020-04-14";15;5;1;41
"24";49;"2020-04-14";42;10;3;81
"24";59;"2020-04-14";78;27;6;103
"24";69;"2020-04-14";164;71;17;127
"24";79;"2020-04-14";228;66;41;118
"24";89;"2020-04-14";274;6;91;82
"24";90;"2020-04-14";178;2;66;25
"27";0;"2020-04-14";1361;285;551;1488
"27";9;"2020-04-14";3;1;0;10
"27";19;"2020-04-14";2;1;0;14
"27";29;"2020-04-14";2;0;0;58
"27";39;"2020-04-14";15;4;2;110
"27";49;"2020-04-14";30;11;4;166
"27";59;"2020-04-14";111;48;10;242
"27";69;"2020-04-14";228;96;42;286
"27";79;"2020-04-14";334;104;117;272
"27";89;"2020-04-14";434;19;258;250
"27";90;"2020-04-14";199;1;116;77
"28";0;"2020-04-14";705;177;230;626
"28";9;"2020-04-14";1;0;0;5
"28";19;"2020-04-14";2;0;0;3
"28";29;"2020-04-14";3;0;0;30
"28";39;"2020-04-14";18;4;1;54
"28";49;"2020-04-14";44;21;5;81
"28";59;"2020-04-14";74;31;12;128
"28";69;"2020-04-14";138;53;36;128
"28";79;"2020-04-14";175;54;48;108
"28";89;"2020-04-14";170;12;87;68
"28";90;"2020-04-14";78;0;41;16
"32";0;"2020-04-14";2552;538;920;2184
"32";9;"2020-04-14";12;3;0;23
"32";19;"2020-04-14";7;2;0;9
"32";29;"2020-04-14";23;4;1;99
"32";39;"2020-04-14";55;11;2;180
"32";49;"2020-04-14";124;41;8;298
"32";59;"2020-04-14";280;102;39;443
"32";69;"2020-04-14";492;184;116;397
"32";79;"2020-04-14";569;152;211;391
"32";89;"2020-04-14";695;36;365;250
"32";90;"2020-04-14";283;2;172;85
"44";0;"2020-04-14";4993;872;2166;4928
"44";9;"2020-04-14";21;3;0;117
"44";19;"2020-04-14";15;1;0;34
"44";29;"2020-04-14";39;8;2;192
"44";39;"2020-04-14";89;19;12;303
"44";49;"2020-04-14";197;49;22;465
"44";59;"2020-04-14";503;157;58;863
"44";69;"2020-04-14";961;310;210;1040
"44";79;"2020-04-14";1203;279;571;999
"44";89;"2020-04-14";1378;42;899;681
"44";90;"2020-04-14";561;1;385;193
"52";0;"2020-04-14";820;155;209;749
"52";9;"2020-04-14";0;0;0;3
"52";19;"2020-04-14";0;0;0;2
"52";29;"2020-04-14";8;2;0;36
"52";39;"2020-04-14";15;4;0;54
"52";49;"2020-04-14";33;14;1;108
"52";59;"2020-04-14";77;32;6;129
"52";69;"2020-04-14";153;49;21;145
"52";79;"2020-04-14";176;51;35;152
"52";89;"2020-04-14";240;3;84;101
"52";90;"2020-04-14";118;0;62;19
"53";0;"2020-04-14";514;117;149;511
"53";9;"2020-04-14";0;0;0;6
"53";19;"2020-04-14";2;0;0;3
"53";29;"2020-04-14";3;1;0;19
"53";39;"2020-04-14";5;0;0;50
"53";49;"2020-04-14";33;11;0;57
"53";59;"2020-04-14";61;25;1;92
"53";69;"2020-04-14";85;37;19;104
"53";79;"2020-04-14";138;40;30;115
"53";89;"2020-04-14";120;3;55;51
"53";90;"2020-04-14";64;0;44;12
"75";0;"2020-04-14";866;251;207;866
"75";9;"2020-04-14";3;0;0;8
"75";19;"2020-04-14";3;0;0;6
"75";29;"2020-04-14";8;2;1;38
"75";39;"2020-04-14";16;7;0;69
"75";49;"2020-04-14";37;17;0;99
"75";59;"2020-04-14";88;45;8;168
"75";69;"2020-04-14";179;84;14;186
"75";79;"2020-04-14";189;74;46;138
"75";89;"2020-04-14";228;22;85;102
"75";90;"2020-04-14";112;0;52;43
"76";0;"2020-04-14";962;279;266;1360
"76";9;"2020-04-14";2;0;0;17
"76";19;"2020-04-14";3;2;0;11
"76";29;"2020-04-14";9;1;1;71
"76";39;"2020-04-14";20;3;1;106
"76";49;"2020-04-14";43;9;1;185
"76";59;"2020-04-14";103;52;8;269
"76";69;"2020-04-14";189;86;26;248
"76";79;"2020-04-14";239;103;56;259
"76";89;"2020-04-14";230;21;119;147
"76";90;"2020-04-14";124;2;54;47
"84";0;"2020-04-14";3044;659;836;3081
"84";9;"2020-04-14";4;0;0;23
"84";19;"2020-04-14";6;2;0;26
"84";29;"2020-04-14";22;2;0;140
"84";39;"2020-04-14";49;9;4;225
"84";49;"2020-04-14";100;26;7;337
"84";59;"2020-04-14";258;92;23;552
"84";69;"2020-04-14";524;228;53;588
"84";79;"2020-04-14";725;243;185;575
"84";89;"2020-04-14";839;41;362;449
"84";90;"2020-04-14";484;2;188;110
"93";0;"2020-04-14";1894;422;374;2240
"93";9;"2020-04-14";1;0;0;19
"93";19;"2020-04-14";7;1;0;31
"93";29;"2020-04-14";33;6;1;153
"93";39;"2020-04-14";71;10;1;224
"93";49;"2020-04-14";101;26;3;319
"93";59;"2020-04-14";226;71;19;454
"93";69;"2020-04-14";340;108;24;438
"93";79;"2020-04-14";429;133;86;308
"93";89;"2020-04-14";438;44;159;197
"93";90;"2020-04-14";218;5;77;76
"94";0;"2020-04-14";74;16;38;129
"94";9;"2020-04-14";0;0;0;6
"94";19;"2020-04-14";0;0;0;1
"94";29;"2020-04-14";0;0;0;14
"94";39;"2020-04-14";1;0;0;14
"94";49;"2020-04-14";2;0;1;18
"94";59;"2020-04-14";10;4;1;22
"94";69;"2020-04-14";12;5;1;20
"94";79;"2020-04-14";22;7;9;17
"94";89;"2020-04-14";19;0;21;11
"94";90;"2020-04-14";8;0;5;6
"01";0;"2020-04-15";35;17;10;57
"01";9;"2020-04-15";0;0;0;0
"01";19;"2020-04-15";1;0;0;0
"01";29;"2020-04-15";0;0;0;1
"01";39;"2020-04-15";1;0;0;3
"01";49;"2020-04-15";2;1;0;4
"01";59;"2020-04-15";6;4;1;16
"01";69;"2020-04-15";8;4;2;14
"01";79;"2020-04-15";9;6;4;9
"01";89;"2020-04-15";8;2;3;9
"01";90;"2020-04-15";0;0;0;0
"02";0;"2020-04-15";38;16;6;53
"02";9;"2020-04-15";0;0;0;0
"02";19;"2020-04-15";0;0;0;0
"02";29;"2020-04-15";1;0;0;2
